night_date,year,month,min_temp,max_temp,avg_temp,hours_counted,is_tropical
2023-09-24,2023,9,26.4,31.1,28.5,12,1
2023-09-25,2023,9,27.7,31.1,28.7,12,1
2023-09-26,2023,9,27.4,36.5,29.9,12,1
2023-09-27,2023,9,28.3,30.6,29.2,12,1
2023-09-28,2023,9,27.8,38.3,31.6,12,1
2023-09-29,2023,9,30.0,39.9,32.9,12,1
2023-09-30,2023,9,25.8,33.4,29.2,12,1
2023-10-01,2023,10,25.4,34.4,29.3,12,1
2023-10-02,2023,10,27.3,34.0,29.3,12,1
2023-10-03,2023,10,26.5,30.0,27.9,12,1
2023-10-04,2023,10,26.7,30.2,28.4,12,1
2023-10-05,2023,10,27.2,31.3,28.9,12,1
2023-10-06,2023,10,28.0,30.5,29.0,12,1
2023-10-07,2023,10,27.5,31.5,28.9,12,1
2023-10-08,2023,10,26.1,30.2,28.4,12,1
2023-10-09,2023,10,26.3,30.1,28.1,12,1
2023-10-10,2023,10,26.1,30.8,28.2,12,1
2023-10-11,2023,10,27.0,30.0,28.3,12,1
2023-10-12,2023,10,26.6,30.5,28.3,12,1
2023-10-13,2023,10,27.0,30.9,28.8,12,1
2023-10-14,2023,10,27.6,31.6,29.4,12,1
2023-10-15,2023,10,25.4,39.6,30.9,12,1
2023-10-16,2023,10,26.3,32.4,28.7,12,1
2023-10-17,2023,10,25.4,31.0,28.0,12,1
2023-10-18,2023,10,25.6,29.1,27.4,12,1
2023-10-19,2023,10,25.9,31.4,28.5,12,1
2023-10-25,2023,10,28.6,36.8,30.8,12,1
2023-10-26,2023,10,28.1,39.6,33.1,12,1
2023-11-01,2023,11,27.0,39.2,32.0,12,1
2023-11-02,2023,11,25.6,39.0,29.5,12,1
2023-11-03,2023,11,25.5,32.5,28.1,12,1
2023-11-18,2023,11,25.1,36.0,29.7,12,1
2023-11-19,2023,11,25.9,36.7,30.6,12,1
2024-04-03,2024,4,25.5,35.9,29.9,12,1
2024-04-13,2024,4,28.2,35.3,30.5,12,1
2024-04-14,2024,4,26.1,30.4,27.8,12,1
2024-05-25,2024,5,26.5,31.5,28.5,12,1
2024-05-27,2024,5,26.0,33.2,27.8,12,1
2024-06-11,2024,6,26.5,29.9,28.1,12,1
2024-06-12,2024,6,26.2,33.3,28.9,12,1
2024-06-13,2024,6,25.8,29.2,26.7,12,1
2024-06-20,2024,6,26.1,29.5,27.0,12,1
2024-06-21,2024,6,25.8,29.1,27.1,12,1
2024-06-27,2024,6,26.5,28.5,27.0,12,1
2024-06-28,2024,6,27.2,35.1,28.9,12,1
2024-07-09,2024,7,25.2,29.1,27.1,12,1
2024-07-21,2024,7,25.1,27.4,26.0,12,1
2024-07-23,2024,7,25.1,27.2,25.9,12,1
2024-07-24,2024,7,25.2,27.6,26.2,12,1
2024-08-02,2024,8,25.1,27.9,26.1,12,1
